Segment_ID,Start,End,Speaker,Speaker_Confidence,Speaker_Basis,Machine_HE,Reviewed_HE,Machine_EN,Reviewed_EN,Content_Class,Preliminary_Disposition,Control_IDs,External_Claim_IDs,Reviewer_A,Reviewer_B,Disagreement,Adjudication,Review_Status,Evidence_Link
S-0972,00:40:00.950,00:40:04.790,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני רק מסתכלת, אני מארגנת את זה ככה זה,",,"I'm just looking at it, I organize it like this,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0972
S-0973,00:40:04.790,00:40:09.560,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אוקיי, אז בעצם אני אשתף איתך,",,"Okay, so basically I'll share with you,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0973
S-0974,00:40:10.360,00:40:13.120,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"רגע, אולי אני אשתף איתך עכשיו ואז אתה תראה את זה,",,"Hold on, maybe I'll share with you now and then you'll see it,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0974
S-0975,00:40:17.380,00:40:19.020,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"רגע, הוא עושה לי העתקה,",,"Hold on, he's making a copy for me,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0975
S-0976,00:40:19.080,00:40:20.120,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז שנייה אחת,",,"Then just one second,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0976
S-0977,00:40:20.990,00:40:22.590,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"הוא עשה כבר 50 אחוז,",,"He's already done 50 percent,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0977
S-0978,00:40:25.890,00:40:26.290,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אוקיי,",,"Okay,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0978
S-0979,00:40:26.810,00:40:29.450,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז אני יכולה עכשיו בעצם,",,"So I can actually now,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0979
S-0980,00:40:30.070,00:40:33.730,Unresolved,Unknown,No automatic diarization; human audiovisual review required,איזה מייל אתה רוצה שאני אעשה לך שיתוף איתו?,,Which mile do you want me to share with you?,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0980
S-0981,00:40:34.410,00:40:35.190,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אלא מייל הזה.,,Only this mile.,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0981
S-0982,00:40:36.560,00:40:38.820,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אוקיי, רגע, אתה תגיד לי את ההתחלה,",,"Okay, hold on, you'll tell me the start,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0982
S-0983,00:40:39.020,00:40:41.040,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ואז אני אקליד אותו שנייה אחת,",,"And then I'll enter it for one second,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0983
S-0984,00:40:41.080,00:40:42.480,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני רק צריכה לפתוח את זה,",,"I just need to open it up,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0984
S-0985,00:40:42.480,00:40:50.230,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ועוד דבר, אני אתן לך גישה לביו,",,"And one more thing, I'll give you access to Bio,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0985
S-0986,00:40:51.290,00:40:54.710,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כי אני לא רוצה שתשנה דברים שם,",,"Because I don't want you to change anything there,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0986
S-0987,00:40:56.120,00:41:03.400,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אמרנו שאת כל השינויים אתה תעשה בפולדר שאתה תפתח,",,"We said that all changes would be made in the folder you open,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0987
S-0988,00:41:04.230,00:41:08.510,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אופן, אוקיי, בואו נראה אם אני הצלחתי לעשות את זה,",,"Okay, fine, let's see if I managed to do this,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0988
S-0989,00:41:09.160,00:41:10.320,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"עתקה הוא עשה,",,"Copy did he make,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0989
S-0990,00:41:11.420,00:41:14.770,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אוי לא, אה לא, בסדר, סליחה, רגע,",,"Oh no, ah no, okay, sorry, hold on,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0990
S-0991,00:41:21.730,00:41:23.290,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני אעשה את זה בצורה כזאת,",,"I'll do it this way,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0991
S-0992,00:41:23.850,00:41:29.980,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"דרייב, אוקיי,",,"Drive, okay,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0992
S-0993,00:41:30.340,00:41:43.140,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"למה זה לא פתח לי את זה,",,"Why didn't this open for me,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0993
S-0994,00:41:43.380,00:41:49.590,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אוקיי, אוקיי,",,"Okay, okay,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0994
S-0995,00:41:49.950,00:42:04.500,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ואז אני אעשה,,And then I'll do,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0995
S-0996,00:42:04.500,00:42:06.690,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"share,",,"share,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0996
S-0997,00:42:09.020,00:42:10.920,Unresolved,Unknown,No automatic diarization; human audiovisual review required,תגיד לי את ההתחלה של האימייל שלך?,,Tell me the start of your email address?,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0997
S-0998,00:42:12.110,00:42:12.930,Unresolved,Unknown,No automatic diarization; human audiovisual review required,A-L-I,,A-L-I,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0998
S-0999,00:42:12.930,00:42:14.720,Unresolved,Unknown,No automatic diarization; human audiovisual review required,איך? A?,,What? A?,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0999
S-1000,00:42:15.510,00:42:16.650,Unresolved,Unknown,No automatic diarization; human audiovisual review required,A-L-I,,A-L-I,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1000
S-1001,00:42:16.650,00:42:19.560,Unresolved,Unknown,No automatic diarization; human audiovisual review required,A-L-I,,A-L-I,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1001
S-1002,00:42:19.560,00:42:20.140,Unresolved,Unknown,No automatic diarization; human audiovisual review required,נקודה H,,Period H,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1002
S-1003,00:42:20.140,00:42:21.160,Unresolved,Unknown,No automatic diarization; human audiovisual review required,נקודה S-R-G,,Period S-R-G,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1003
S-1004,00:42:21.160,00:42:22.420,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"J, סליחה?",,"J, excuse me?",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1004
S-1005,00:42:22.660,00:42:22.940,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כן,",,"Yes,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1005
S-1006,00:42:23.260,00:42:23.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אוקיי, כן, סליחה.",,"Okay, yes, excuse me.",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1006
S-1007,00:42:23.880,00:42:25.420,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אוקיי, ואני עושה",,"Okay, and I do",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1007
S-1008,00:42:25.420,00:42:25.980,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"viewer,",,"viewer,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1008
S-1009,00:42:27.130,00:42:27.670,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ואני עושה,,and I do,,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1009
S-1010,00:42:27.670,00:42:28.290,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"send,",,"send,",,Requirement,Control-linked,R-17; A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1010
S-1011,00:42:29.260,00:42:30.120,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אני רק,",,"I only,",,Action,Control-linked,A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1011
S-1012,00:42:30.660,00:42:32.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"תראה שאתה א' מקבל,",,"see that you are A' receiving,",,Action,Control-linked,A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1012
S-1013,00:42:33.000,00:42:33.300,Unresolved,Unknown,No automatic diarization; human audiovisual review required,וב',,and ',,Action,Control-linked,A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1013
S-1014,00:42:33.300,00:42:34.400,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אנחנו מדברים ככה,",,"we talk like this,",,Action,Control-linked,A-04; A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1014
S-1015,00:42:34.660,00:42:35.080,Unresolved,Unknown,No automatic diarization; human audiovisual review required,יש לנו,,we have,,Action,Control-linked,A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1015
S-1016,00:42:35.080,00:42:37.200,Unresolved,Unknown,No automatic diarization; human audiovisual review required,בפנים אינדקס שאומר את,,an index inside saying how,,Action,Control-linked,A-05; Q-07,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-1016
